ticket_id,customer_name,subject,description,priority,created_at
CFPB-9812597,CFPB Consumer,Credit reporting or other personal consumer reports - Incorrect information on your report: Information belongs to someone else,My ex wife used my information to open a XXXX account and i guess she didnt pay it. She is using my information without my consent.,low,2024-08-15
CFPB-9579377,CFPB Consumer,Credit reporting or other personal consumer reports - Incorrect information on your report: Account status incorrect,"My account with XXXX XXXX was never late! I have had exceptional payment history with XXXX XXXX and all payments were placed on Autopay. This late payment that is reporting is a result on a systematic error on their end processing my payment. 

This was clearly a billing error made the company and is not a reflection of my payment experience which violates USC Code 1681eb. This error has caused severe hard to my reputation, my character, my mode of living and to my family! 

I demand the late payment reported in months that are reported late to be removed. 

They are not in compliance with the following law. 15 USC 1666b and its requirements set the standards and the guidance for a creditor to treat a payment as late, yet they are reporting a payment as late and they did not comply with the law! 

15 USC 1666b ( a ) Time to make payments A creditor may not treat a payment on a credit card account under an open-end consumer credit plan as late for any purpose, unless the creditor has adopted reasonable procedures designed to ensure that each periodic statement including the information required by section 1637 ( b ) of this title is mailed or delivered to the consumer not later than 21 days before the payment due date. 


NATIONSTAR DBA Never Sent the periodic statement along with the disclosures from section 1637 ( b ). 


I have requested proof that this information was mailed or delivered 21 days before the payment due date and this information was requested in good faith pursuant rule 1002 and It was never provided. 

This is unfair, illegal, fraudulent, and not equitable to me as a consumer! 

Delete the late payments from my consumer reports",low,2024-07-23
CFPB-14172992,CFPB Consumer,Credit reporting or other personal consumer reports - Improper use of your report: Reporting company used your report improperly,I am writing to formally request the removal of the security freeze on my credit file. Please find my personal information below to assist with identifying my file.,low,2025-06-19
CFPB-3698964,CFPB Consumer,"Credit reporting, credit repair services, or other personal consumer reports - Problem with a credit reporting company's investigation into an existing problem: Their investigation did not fix an error on your report","XXXX  File # XXXX Experian report # XXXX I am filing this complaint because XXXX  has ignored my request to provide me with the documents that their company has on file that was used to verify the accounts I disputed. Being that they have gone past the 30 day mark and can not verify these accounts, under Section 611 ( 5 ) ( A ) of the FCRA- they are required to '' ... promptly delete all information which can not be verified. '' that I have disputed. Please resolve this manner as soon as possible. Thank You.",medium,2020-06-14
CFPB-8313428,CFPB Consumer,Credit reporting or other personal consumer reports - Incorrect information on your report: Information belongs to someone else,My credit reports are inaccurate. These inaccuracies are causing creditors to deny me credit. You have the duty to report accurate information about consumers. Please investigate these accounts and inquires and update these accounts accordingly to avoid future litigation.,medium,2024-02-09
CFPB-2139661,CFPB Consumer,Credit card - Billing statement,"Citibank took over the credit card service for Costco members. I received a new Citibank Visa. Then, I received one statement and paid it. My FICO score is well over XXXX because I pay all my credit card bills on time and in full. On the next Citibank statement I received, it showed an unpaid balance from a previous month, a late fee of {$25.00}, and interest of just over {$7.00}. Citibank claims I should have known the billing cycle was that payments were due on the XXXX of the month. With only one bill having been sent, there was no "" billing cycle. '' Clearly, Citibank is taking advantage of consumers by failing to send statements and, then, collecting {$25.00} late charges and interest. With the thousands of Costco members, Citibank could end up with millions of dollars, with this scheme. I strongly suspect that Citibank is engaged in this scheme, for profit, taking advantage of its new relationship with Costco members and the members ' lack of familiarity with Citibank 's billing.",high,2016-09-29
CFPB-8275632,CFPB Consumer,Credit reporting or other personal consumer reports - Incorrect information on your report: Information belongs to someone else,"This is todays follow up to the following cases : XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX ; From your most recent messages ( attached ) it is clear the Experian lacks an understanding of the full scope of its legal obligations. It would also appear that Experian continues to initiate disputes on behalf of consumers not only without their knowledge or consent but even against the consumers demand Experian not do so. 

Experian 's obligations are not limited to Section 611 ( a ) ( 3 ) ( A ) of the Fair Credit Reporting Act. In fact Section 611 ( 2 ) ( 3 ) ( A ) has no relevance to the matter of concern, as it pertains to "" Frivolous Disputes '' and the present pertains to information that has been reported to be the result of identity theft. Section 605B is the appropriate portion of the FCRA which outlines Experian 's duties, which include "" ( a ) Block. Except as otherwise provided in this section, a consumer reporting agency shall block the reporting of any information in the file of a consumer that the consumer identifies as information that resulted from an alleged identity theft, not later than 4 business days ... '' This matter was first brought to Experian 's attention on XX/XX/2023, thus it had until XX/XX/2023 at the very latest to block the information and it did not and still has not. This means that each and every day from XX/XX/2023 through today and continuing until Experian fulfills its legal obligation, it has and will continue to cause me to suffer irreparable harm, including but not limited to severe injuries to my mental and emotional health, extreme and undue hardship including causing me to become homeless since you have been informing prospective landlords and creditors that I am a substantial risk, when I am not, and obstruction of my businesses ability to gain the credit needed to sustain. 

Even if Experian clams to be ignorant of all its obligations outlined in the FCRA, including those which are detailed above, it still would not absolve you of liability for the destruction you have done. When I get behind the wheel of a vehicle, my ignorance of a traffic law doesn't make me not guilty when I get ticketed and found guilty of violating said law, because I have an obligation to understand all that is legally required of me before I can drive. The same goes for Experian. From the day Experian become a credit reporting agency, it became responsible for the legal obligations of such an entity, regardless of how aware or not it might have been of them.",medium,2024-02-04
CFPB-2872496,CFPB Consumer,"Credit reporting, credit repair services, or other personal consumer reports - Incorrect information on your report: Account status incorrect","XXXX XXXX XXXX XXXX XXXX XXXX CA SSN XXXX XX/XX/XXXX XXXX XXXX. XXXX XXXX XXXX, TX XXXX XXXX  EQUIFAX DEAR SIR OR MADAM According to the Fair Credit Reporting Act, you are required by federal law to verify - through the physical verification of the original signed consumer contract - any and all accounts you post on a credit report. Otherwise, anyone paying for your reporting services could fax, mail or email in a fraudulent account. 
I demand to see the Verifiable Proof ( an original Consumer Contract with my Signature on it ) you have on file of the accounts listed below. Your failure to positively verify these accounts has hurt my ability to obtain credit. Under the FCRA, unverified accounts must be removed and if you are unable to provide me a copy of verifiable proof, you must remove the accounts listed below. 
THIS IS DOUBLE JEOPARDY AND IS NOW AGAINST THE FCRA AND FTC LAWS I demand the following accounts be verified or removed immediately. 

Name of Account Account Number Provide Physical Verification STATE TAX LIEN XXXX XXXX CO RECORDER XXXX {$17000.00} STATE TAX LIEN XXXX CO RECORDER XXXX {$17000.00} * Please remove all non-account holding inquiries over 30 days old. 

Thank You, XXXX XXXX",medium,2018-04-12
CFPB-3954356,CFPB Consumer,Mortgage - Applying for a mortgage or refinancing an existing mortgage,"On XX/XX/XXXX- I was contacted by XXXX XXXX for XXXX XXXX XXXX XXXX because of a home I inquired about on the XXXX site. I was pre-approved by a lender in California for {$540000.00}, but the lender did not service New Jersey so XXXX informed me of a lender she works with name XXXX XXXX from Greentree Morgage Company. Being a XXXX  resident and relocating to XXXX XXXX, I trust XXXX to link me with a lender that will be professional and get the job done. My first contact with Mr. XXXX on XX/XX/XXXX. I provided in detail that I was relocating and that I was work remotely and would continue until I secured a XXXX position in XXXX XXXX. I asked would there be any issues before I go forward with running my credit. I also email my XXXX  pre-approval and underwrite documents for his review. I did not hear from Mr.XXXX  for a few days, I remain in contact with Ms. XXXX. When I finally was able to reach Mr. XXXX he explains that because I was working remotely, I was not able to secure a loan until received a job offer, but we could continue the loan process, but will not able to close until I secure employment. I informed him I would like to continue moving forward with the process. I contacted XXXX  Lender and inquired about purchasing a home out of state. I was informed that there were two options : I could purchase as a second home at 10 % or purchase as an investment property at a 20 % down payment. I found a townhome for $ XXXX, I immediately contact Ms. XXXX informing her that I want to do the second home option. Ms.XXXX  contacts Mr. XXXX requesting a pre-approval for $ XXXX. She received, made the offer, and it was accepted. On XX/XX/XXXX, I received an email from Mr. XXXX stated he needed my monthly income, I email it to him. I received another email requesting a copy of all bank statements ASAP. I send and text him it was completed and please confirm once received. He did confirm received. I received another email stated he needed a copy of my co-signer retirement. I replied informing him I told him when asked by XXXX whether or not will I use and co-signer, I told her no because the property amount was lower than the property I was purchasing in XXXX. The pre-approval that XXXX received only listed me as the applicant. I expressed to Ms.XXXX Mr. XXXX disrespectful ; insulting questions and inappropriate comments. I expressed that I know each state was different, but his behavior has nothing to do with state real estate. He does not respond to my question on email or text. He asked me about XXXX ( I do not know if that's someone's first or last name ) and my co-signer is XXXX XXXX, I asked did he mean XXXX XXXX or was he confusing me with another client. I received no responses. He emails me requesting documents that he confirmed he received. He stated he is working remotely and can not remember. I asked where my documents following the privacy act, because I had sent the same documents multiply times. I again, express my concern with Ms. XXXX, she agrees to speak with Mr. XXXX and also Ms. XXXX XXXX to ensure we are on the same accord and moving forward. Also, we concerned about working with another lender because of the dissatisfaction with the services, I am receiving. Ms.XXXX spoke with Ms. XXXX and she was going to give me a call letter that day. I received a call and express what was according to XXXX XXXX ( branch manager of Greentree Mortgage ). She informed me she would review my documents and give me a call. I informed her that I was flying into New Jersey that night and feel free to email me if anything is needed. She requests another copy of my XXXX w2, I email and asked her to confirmed received. I did not receive a call so I contact Ms. XXXX for an update. She stated that I would need a co-signer. I asked why, and she stated that they have to consider my rent from my primary residence, I informed her that I am currently in XXXX XXXX residing with family and I do not pay any rent. I informed her the only debt I have is student loans. She stated my car payment and informed her that it was payoff by the insurance company and I have a letter from XXXX and a copy of the transfer of title. It was paid off in XXXX and I was informed it would take a few weeks before it shows paid. I offered to send those documents and because she did not believe I was in XXXX XXXX proof of flight and PODs storage receipt. I asked for a corporate email to express the treatment I was receiving. She stated she would have to find it giving that Mr. XXXX is the branch manager. On XXXX XXXX Ms. XXXX stated that she was sending my file to the underwritten supervisor to review. The next morning I received, an email requesting a letter from my employer the questions are : 1. Will the letter say that she is a fully remote teacher and can work permanently from XXXX? 
2.As far as continuance of income, I assume she only has a 1-year contract. Will the school say the contract can be renewed with her working out of state? 

I do not understand if it's a second mortgage why would it provide a letter indicating permanently resides in New Jersey. How can anything be promised job security for next year? Also, I had informed Mr. XXXX that I will seek employment in the tri-state area. I provide proof of on had monies that could cover the home expensive. 

I asked for the underwritten supervisor 's contact information for letter clarification. Ms. XXXX stated : Hi XXXX, We are not permitted to release their contact information. Underwriters do not speak with borrowers/clients. When you provide the information they requested, we would email it back to them for their review. 
Again, I requested a copy of all my documents : underwritten, credit report, and the pre-approval. I have not received them.",medium,2020-11-14
CFPB-8140693,CFPB Consumer,"Money transfer, virtual currency, or money service - Confusing or misleading advertising or marketing","Violation of Arbitration agreement 15 USC 6802, 15 USC 6803, 15 USC 6804 and 15 USC 6805 Sharing my personal information and accounting",medium,2024-01-11
CFPB-17290983,CFPB Consumer,Credit reporting or other personal consumer reports - Incorrect information on your report: Account information incorrect,"I demand immediate attention to serious inaccuracies on my credit report. Late payments have been reported incorrectly, despite the fact that these accounts have been paid as agreed. This misleading information is adversely affecting my creditworthiness, and I insist that corrections be made without delay. 

I expect a prompt response to rectify these issues. 

Account name : XXXX XXXX Account number : XXXX",medium,2025-11-18
CFPB-9687849,CFPB Consumer,Credit reporting or other personal consumer reports - Improper use of your report: Reporting company used your report improperly,"I am in disagreement with the account listed below which still appears on my credit report, even after your investigation. 

I would like this item immediately re-investigated. The inaccuracies are highly injurious to my credit score. 

ACCOUNT NAME : XXXX XXXX XXXX XXXX XXXX XXXX XXXXXXXX",medium,2024-08-03
CFPB-2485239,CFPB Consumer,"Credit reporting, credit repair services, or other personal consumer reports - Incorrect information on your report: Public record information inaccurate",My name is  XXXX   XXXX  from the great state if new jersey and I have been the victim of fraudulent credit reporting. inaccurate medical debt information has been shown as a credit liability in terms of suits and typical double-dipping of insurance which is an admonishable obimination of that greed. So much so it is illegal as clearly described in the free credit reporting act. Nothing is being done and this has SERIOUSLY compromised my ability to do business as a  XXXX . Please see that someone actually does something about this and not in the ridiculously short time the major agencies allow. I do not need   XXXX  . I need the parties responsible for this to remove the petty and destructive occlusions NOW and I furthermore feel I deserve compensatory damages.,medium,2017-05-16
CFPB-14690214,CFPB Consumer,Debt collection - Attempts to collect debt not owed: Debt is not yours,"I want to stress that I did not give written permission for these specific transactions to be included in my consumer report. At no point did I authorize these entries, and their presence on my report is unwarranted. Consequently, I am formally requesting that these accounts be blocked and removed from my report immediately. It is important to clarify that this request is not due to any error or negligence on my part. There has been no oversight or misunderstanding on my end. Instead, this issue arises solely from the fact that I did not explicitly authorize the inclusion of these transactions in my report. I am diligent about maintaining the accuracy and privacy of my financial records, and these unauthorized entries compromise that integrity. I trust that you will handle this matter with the urgency and seriousness it deserves. Please confirm the removal of these transactions from my report as soon as possible. Thank you for your prompt attention to this issue.",medium,2025-07-16
CFPB-18297512,CFPB Consumer,Credit reporting or other personal consumer reports - Incorrect information on your report: Information belongs to someone else,Could you take a moment to review this entry? It could be late and flawed.,medium,2025-12-26
CFPB-10755867,CFPB Consumer,Checking or savings account - Closing an account: Company closed your account,Navy just closed my account after sumbody took money from me,medium,2024-11-11
CFPB-10644974,CFPB Consumer,Credit reporting or other personal consumer reports - Problem with a company's investigation into an existing problem: Their investigation did not fix an error on your report,"I carefully review my credit report to ensure the accuracy of my accounts, and I have never been late on a payment. Its possible that there is an error in the reporting.",low,2024-10-31
CFPB-5371300,CFPB Consumer,"Credit reporting, credit repair services, or other personal consumer reports - Incorrect information on your report: Information belongs to someone else","I got a copy of my credit report and saw, that there is information which NOT belongs to me. I have never applied for these accounts, i don't have contracts or agreements WITH MY SIGNATURE which proofs, that these accounts are mine. I believe, that i was victim of identity theft.",medium,2022-03-26
CFPB-6407991,CFPB Consumer,Credit card or prepaid card - Problem with a purchase shown on your statement: Card was charged for something you did not purchase with the card,"Hi, I would like to file a complaint in hopes of rectifying a situation I have with Synchrony Bank. I have made several attempts to clear this matter up with the bank before contacting your agency. 

On XX/XX/2022, XXXX XXXX  I opened a XXXX account to purchase an automotive fuel injection kit. 
I also have XXXX XXXX  account with Synchrony Bank. These XXXX accounts are being confused. 

The issue arose when someone at the bank charged my purchase from XXXX XXXX to my XXXX XXXX account. I asked for a correction of this situation as soon as I discovered the situation. I was told it would be corrected several times but that has not happened. 

Someone made a mistake in posting this transaction to the wrong account and I am having to go through this process to correct the matter. 

The item I purchased should be charged to account XXXX XXXX XXXX. This would make this situation correct. I clearly opened the account for this purchase. 

I am also being interest at the wrong rate because the balance that has occurred because of this error. 

The invoice I included clearly states the item was purchased to the XXXX XXXX XXXX XXXX. Its toward the bottom of the invoice on the left side. 

I truly hope you can help me with this matter. I have enclosed a copy of the invoice. If you towards the bottom it clearly states the charge was made to XXXX. That did not happen and I need your help. 

Respectfully",low,2023-01-06
CFPB-6364843,CFPB Consumer,"Credit reporting, credit repair services, or other personal consumer reports - Incorrect information on your report: Information belongs to someone else","HI I AM SUBMITTING THIS WITHOUT ANY INFLUENCE AND THIS IS NOT A THIRD PARTY. THE CREDIT BUREAUS STATED MY XXXX WAS PROPERLY INVESTIGATED BUT HOW IS THAT POSSIBLE IF THE OPEN DATE IS INACCURATE, THE DATE LAST ACTIVE IS INACCURATE, AND THE DATE LAST REPORTED IS NOT ACCURATE? THIS GROUND FOR REMOVAL, THEY ALSO VIOLATED MY RIGHTS UNDER 15 U.S.C 1681 SECTION 602 A. STATES I HAVE THE RIGHT TO PRIVACY.

15 U.S.C 1681 SECTION 604 SECTION 2. IT ALSO STATES A CONSUMER REPORTING AGENCY CAN NOT FURNISH AN ACCOUNT WITHOUT MY WRITTEN INSTRUCTIONS. 

PLEASE SEE ATTACHED LETTERS.",medium,2022-12-28
CFPB-11172451,CFPB Consumer,Credit reporting or other personal consumer reports - Incorrect information on your report: Account status incorrect,"I have a goal of getting a house as soon as possible but the stuff on my credit report will really put me in trouble. This is XXXX XXXX please do not refute my complaint by stating that I filed this by some other means than myself. There is no third party involved. The stuff on my credit report is wrong and Under 15 U.S. Code 1681b Permissible purposes of consumer reports I never gave any written consent to report anything on my consumer reports no consent is fraud. Please take necessary actions for my complaint, Ive been very patient on this matter.",low,2024-12-16
CFPB-6744430,CFPB Consumer,"Credit reporting, credit repair services, or other personal consumer reports - Problem with a credit reporting company's investigation into an existing problem: Investigation took more than 30 days","I sent out multiple letters to all 3 credit reporting companies and got ignored and told I hired a 3rd party company which I did not. This act is unlawful and blatantly out of compliance. To tell me I am not who I am requesting information I have already sent off in a CLEAR VIOLATION OF MY CONSUMER RIGHTS. This took well over 35-45 days in order to get a letter telling me that they applaud my efforts, need more documents to verify my identity, or just be flat-out ignored. I will be reaching out consumer rights protection group to see the best way to hold these 3 companies accountable. Here are the accounts that I originally put into question. Personal Information, Negative accounts & also Inquiries that were not made by me! 


1. The following personal information is incorrect Account Number : Previous Address ( es ) : XXXX XXXX XXXX XXXX XXXX, NC XXXX XX/XX/XXXX 2. The following personal information is incorrect Account Number : Previous Address ( es ) : XXXX XXXXXXXX XXXX XXXX XXXXXXXX XXXX, NC XXXX 3. Inquiry is not in compliance with 15 U.S. Code 1681b XXXX XXXX Date of inquiry : XX/XX/XXXX Please remove it from my credit report. 

4. Inquiry is not in compliance with 15 U.S. Code 1681b XXXX  Date of inquiry : XX/XX/XXXX Please remove it from my credit report. 

5. Inquiry is not in compliance with 15 U.S. Code 1681b XXXX XXXX Date of inquiry : XX/XX/XXXX Please remove it from my credit report. 

6. Inquiry is not in compliance with 15 U.S. Code 1681b XXXX XXXX Date of inquiry : XX/XX/XXXX Please remove it from my credit report. 

7. Inquiry is not in compliance with 15 U.S. Code 1681b XXXX XXXX Date of inquiry : XX/XX/XXXX Please remove it from my credit report. 

8. Inquiry is not in compliance with 15 U.S. Code 1681b XXXX XXXX Date of inquiry : XX/XX/XXXX Please remove it from my credit report. 

9. Inquiry is not in compliance with 15 U.S. Code 1681b XXXX  Date XXXX inquiry : XX/XX/XXXX Please remove it from my credit report. 

10. Inquiry is not in compliance with 15 U.S. Code 1681b XXXX XXXX XXXX XXXX  Date of inquiry : XX/XX/XXXX Please remove it from my credit report. 

11. Pursuant to 15 USC 1681 ( a ) ( 1 ) - This GRAVE error has impacted my belief in your companies integrity and ability to perform the proper procedures and protocol. As a result I no longer trust the information you report on MY BEHALF. I Immediately want this i XXXX XXXX  Account Number : XXXX Please investigate and delete from my credit report. 

12. Pursuant to 15 USC 1681 ( a ) ( 1 ) - This GRAVE error has impacted my belief in your companies integrity and ability to perform the proper procedures and protocol. As a result I no longer trust the information you report on MY BEHALF. I Immediately want this i XXXX XXXX Account Number : XXXX Please investigate and delete from my credit report.",low,2023-03-24
CFPB-10737056,CFPB Consumer,Credit card - Getting a credit card: Card opened without my consent or knowledge,XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX said he needed my SSN so he can do a soft pull on my credit to make sure I have good credit. I was never made aware that I was applying to a credit card and that the company under would be mattress firm. I called a phone number provided by XXXX credit report and found out that I have a credit card that I never authorized to open.,low,2024-11-08
CFPB-9021594,CFPB Consumer,Credit reporting or other personal consumer reports - Incorrect information on your report: Account status incorrect,FCRA 605B mandates the removal of any erroneous accounts from my credit report. There is an inaccuracy in my credit file ; kindly eliminate it. Compensation of {$1000.00} per incorrect reporting is expected.,low,2024-05-15
CFPB-5139751,CFPB Consumer,"Credit reporting, credit repair services, or other personal consumer reports - Incorrect information on your report: Information belongs to someone else","I never consented to authorize nor benefited from all Inquires and accounts mentioned on my Identity theft repot, Block and delete them. If I have received goods and services from the furnished Inquires and account, let XXXX, Equifax and XXXX have one of their senior executive certify under the penalty of perjury that I did received good and service from those transactions.",medium,2022-01-23
CFPB-2117340,CFPB Consumer,Debt collection - Disclosure verification of debt: Not given enough info to verify debt,"This collection company is continuing their collection activity on this account on my credit report. I feel they did not validate this account or debt per my request that I sent them in the mail previously. They have not provided signed proof that I incurred this debt, an itemization of the debt and a copy of the underlying account statement and other written validation and explanation of the debt. 

Being that they failed to provide it, this is a clear violation of FDCPA. Proper validation consists of copies of some type of current creditor records, not records which only verify that the collector believes an account is valid. 

They are also violating the Fair Credit Reporting Act ( FCRA ) by reporting inaccurate information on my credit report : Account Number : XXXX Balance : {$1200.00} Original Creditor : XXXX",medium,2016-09-17
CFPB-10161941,CFPB Consumer,Credit reporting or other personal consumer reports - Improper use of your report: Credit inquiries on your report that you don't recognize,"I Would like these unauthorized hard inquiries removed from my report. i DID NOT give them permission to pull my report. I want these removed. 

XXXXXXXX XXXX XXXX XXXX XXXX",medium,2024-09-18
CFPB-15357375,CFPB Consumer,Credit reporting or other personal consumer reports - Problem with a company's investigation into an existing problem: Their investigation did not fix an error on your report,"Transunion XX/XX/year> Equifax XX/XX/year> Experian XX/XX/year> there is a fraudulent account on my report that is preventing me from getting out of a XXXX XXXX household and into a safe home under my name with my children i do not owe a debt to any prior residents or collection under this name XXXX XXXX XXXX XXXX in the amount of XXXX. 
I have already filed a FTC report in regaurds to this collection on my credit accounts as well the bureas did not respond or have accurat information on how they have verified this debt as mine. I need this removed immediatly",low,2025-08-18
CFPB-12710765,CFPB Consumer,Credit reporting or other personal consumer reports - Incorrect information on your report: Account status incorrect,"I always pay my bills on time, I know this for sure. I dont understand why this company says I paid late in some months. According to USC 1666b, any billing mistake should be fixed and marked as paid on time.

I demand the late payment reported to be removed/updated.",low,2025-03-28
CFPB-10586641,CFPB Consumer,Checking or savings account - Managing an account: Deposits and withdrawals,"I'm a XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXXand in person visit to trust bank. 
I have problems in XXXX XXXX. 
Lost my bank summary statements to suntrust bank in XXXX XXXX XXXX through XXXX. 
2. I lost my wallet and all contents.",medium,2024-10-26
CFPB-16736915,CFPB Consumer,Credit reporting or other personal consumer reports - Problem with a company's investigation into an existing problem: Their investigation did not fix an error on your report,"I'm writing to communicate my anxiety in regards to the contested records on my credit report. On various occasions, I have raised the issue of errors in these records, and have reliably mentioned that they be completely examined. Regardless of my endeavors, I presently can't seem to get any goal or restorative activity. These wrong records are seriously harming my credit document and preventing my capacity to carry on with an ordinary life. The adverse consequences of these errors have caused enormous difficulties for me, and I'm left with no decision except for to argue for your help with redressing what is going on quickly. I generously demand that you direct a careful examination concerning the revealing of every one of these contested records. It is basic that the fundamental advances are taken to refresh and amend my credit report immediately. With your assistance, I desire to reestablish the exactness and trustworthiness of my credit record so I might recapture command over my monetary prosperity. I truly ask you to offer this matter your most extreme consideration and make a quick move. Your participation and backing in settling this issue immediately would be extremely valuable. Much thanks to you ahead of time for your comprehension and help.",low,2025-10-21
CFPB-5618139,CFPB Consumer,"Money transfer, virtual currency, or money service - Unauthorized transactions or other transaction problem",XXXX XXXX received email from PayPal re : purchase of crypto currency and then XXXX banking accounts were compromised when I called the number on the email. Started receiving multiple phone calls and requests for gift cards to reduce debt XXXX dont have a Papal account but was given verification XXXX and the name XXXX XXXX XXXX XXXX PayPal Id # XXXX was the scammer who continued to call and aggressively direct me to purchase gift cards to lower my debt. This went on for 2 days until I blocked the calls and notified my bank. Money had already been taken out of my savings account,medium,2022-05-27
CFPB-10021953,CFPB Consumer,Checking or savings account - Opening an account: Account opened without my consent or knowledge,"A bank account with Chase Bank was opened around XX/XX/2024. I received a notice regarding my address was updated for my bank account. So I called to see if a bank account was in my name. They stated yes, so they removed the funds and closed the account.",medium,2024-09-04
CFPB-5177240,CFPB Consumer,"Credit reporting, credit repair services, or other personal consumer reports - Incorrect information on your report: Account information incorrect","Prosper Notified me in XX/XX/2021 via email that instead of charging me {$450.00}, which has been my monthly installment amount that they were going to, per contract, charge the remaining XXXX dollars in XX/XX/2021. 

I was I'll prepared for this, I called and emailed proof attached asking that they not do this. 

I run a business we are cash flow tight. 

They refused to heed my warning and on XX/XX/XXXX charged {$1000.00}. To exacerbate my fragile situation, 10 days later they took the other {$1000.00}. This cause Nsf and I lost my employees trust because his payroll paycheck bounced back nsf. 

I'd this fair? 

When I asked them to refund the {$1000.00} they said no I must dispute with XXXX. 

Fortunately, my bank reversed the charge. 

My employee employer relationship has been dramatically worsened by this failure to pay. 

I never missed one payment look at my track record To further cause insult, they reported to all 3 credit bureaus that I was a 30+ late payer After all I had to borrow to pay my employee while the bank worked on reversing the transaction and our trust built relationship is ruined. 

Please reprimand this organization fir preying on weakened businesses that have barely been able to catch our breathe post mid pandemic. 

I want them to fix the late pay. I paid them their {$1100.00} including late fee added XX/XX/XXXX. Should they have been able to change the contract repayment terms mid contract and report me as a bad payor as a result of their failure to refund me the $ $ the took two times in one month? 

Should I suffer? Is this morally, ethically, or humanely decent?",medium,2022-02-02
CFPB-13635446,CFPB Consumer,Credit reporting or other personal consumer reports - Incorrect information on your report: Information belongs to someone else,"I am writing to have the following information removed from my credit file, the items that I need deleted are going to be attached in a word document. I am a victim of identity theft. I have multiple accounts and inquiries that I DID NOT apply for listed on my credit report. I ask that these items be deleted so my credit report will only show accurate information. I reported the theft of my identity to the Federal Trade Commission and have enclosed copies of the report. I would like these items deleted from my credit report as soon as possible. Please block this information from my credit report, pursuant to section 605B of the Fair Credit Reporting Act.",medium,2025-05-21
CFPB-12036412,CFPB Consumer,"Money transfer, virtual currency, or money service - Other transaction problem","I am writing to formally express my concerns regarding Zelle 's handling of disputes, particularly in light of the recent CFPB lawsuit highlighting significant issues with the platform. Despite using Zelle numerous times and reporting discrepancies, my financial institution and Zelle failed to investigate my claims adequately. They informed me that recovering lost funds was impossible and that tracking these transactions was unfeasible. The CFPB 's findings indicate that Zelle has not only neglected to protect consumers but has also allowed repeat offenders to exploit the system, leaving users vulnerable to scams. This lack of accountability and transparency is unacceptable and raises serious concerns about consumer safety.",medium,2025-02-12
CFPB-3165933,CFPB Consumer,Credit card or prepaid card - Unexpected or other fees,"I misplaced my XXXX XXXX card I continuously called XXXX XXXX for three days and got no answer. I even tried to send an email to the company  asking them to cancel my card and still no response. Finally I reached them on the third day, up until the third day my money was still on the card. At that time I had only XXXX left on the card that previously had XXXX on it. I was furious I called the police to get to the bottom of this and was given a police report number which I sent to the company along with the disputes of transactions on my cord. I later received a letter in the mail from XXXX XXXX saying no fraudulent activities had been done on this card. I couldn't believe it. What happen was my grandchildren ages XXXX and XXXX was playing XXXX on the telephone that I previously used to place an order on and the last 4 numbers to my card was still on the phone. The kids used those four number to log into the game and every time they hit the coin on the game it charged my debit card. Not knowing they was using my money on XXXX XXXX. I called XXXX and they was willing to word with me but XXXX XXXX refused to give me the information needed for XXXX to stop payment. This is a card that is used for my XXXX grandson and I would never authorize kids to use it to play games, that is just out of the question and I don't know anything about those games. I have custody of XXXX grandchildren and all monies received is for the car of the children. I can't find the police report number but I sent it with the report to XXXX XXXX. I can get it later from the police department and send it later.",medium,2019-02-28
CFPB-15322476,CFPB Consumer,Credit reporting or other personal consumer reports - Incorrect information on your report: Information belongs to someone else,"In accordance with the Fair Credit Reporting act. The List of accounts below has violated my federally protected consumer rights to privacy and confidentiality under 15 USC 1681. 15 U.S.C 1681 section 602 A. States I have the right to privacy. 15 U.S.C 1681 Section 604 A Section 2 : It also states a consumer reporting agency can not furnish an account without my written instructions 15 U.S.C 1681c. ( a ) ( 5 ) Section States : no consumer reporting agency may make any consumer report containing any of the following items of information Any other adverse item of information, other than records of convictions of crimes which antedates the report by more than seven years. 15 U.S.C. 1681s-2 ( A ) ( 1 ) A person shall not furnish any information relating to a consumer to any consumer reporting agency if the person knows or has reasonable cause to believe that the information is inaccurate.",medium,2025-08-15
CFPB-12047273,CFPB Consumer,Credit reporting or other personal consumer reports - Problem with a company's investigation into an existing problem: Their investigation did not fix an error on your report,Under 15 U.S. Code 1681b Permissible purposes of consumer reports I never gave these credit reporting agencies any written consent to report anything on my consumer report,medium,2025-02-12
